X,Species,Family,Order,Habitat.tiering,Motility,Feeding.mode,Mode.of.life,Ecology.reference,iucn,risk
2947,Lagostomus maximus,Chinchillidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2949,Dasyprocta coibae,Dasyproctidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",NT,0
2951,Dasyprocta fuliginosa,Dasyproctidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
2952,Dasyprocta guamara,Dasyproctidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",NT,0
2954,Dasyprocta mexicana,Dasyproctidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",CR,1
2955,Dasyprocta prymnolopha,Dasyproctidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
2956,Dasyprocta punctata,Dasyproctidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
2957,Dasyprocta ruatanica,Dasyproctidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
2958,Myoprocta acouchy,Dasyproctidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
2960,Dinomys branickii,Dinomyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2961,Allactaga balikunica,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
2962,Allactaga bullata,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
2963,Allactaga elater,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2964,Allactaga euphratica,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
2966,Allactaga hotsoni,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
2967,Allactaga major,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
2968,Allactaga severtzovi,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
2969,Allactaga sibirica,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
2971,Allactaga vinogradovi,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",NT,0
2972,Allactodipus bobrinskii,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2974,Dipus sagitta,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2975,Eremodipus lichtensteini,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2976,Jaculus blanfordi,Dipodidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2977,Jaculus jaculus,Dipodidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2978,Jaculus orientalis,Dipodidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2980,Napaeozapus insignis,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2981,Paradipus ctenodactylus,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2982,Pygeretmus platyurus,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.; Wolff, J. O., Sherman P. W. 2007. Rodent Societies: An ecological and evolutionary perspective. The University of Chicago Press, Chicago, IL.",LC,0
2983,Pygeretmus pumilio,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.; Wolff, J. O., Sherman P. W. 2007. Rodent Societies: An ecological and evolutionary perspective. The University of Chicago Press, Chicago, IL.",LC,0
2985,Salpingotus crassicauda,Dipodidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
2986,Stylodipus andrewsi,Dipodidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2987,Stylodipus sungorus,Dipodidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2988,Stylodipus telum,Dipodidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2989,Zapus hudsonius,Dipodidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2990,Zapus princeps,Dipodidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2991,Zapus trinotatus,Dipodidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2993,Hoplomys gymnurus,Echimyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
2997,Proechimys brevicauda,Echimyidae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
2998,Proechimys canicollis,Echimyidae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3001,Proechimys cuvieri,Echimyidae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3002,Proechimys decumanus,Echimyidae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",NT,0
3004,Proechimys goeldii,Echimyidae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3006,Proechimys guairae,Echimyidae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3011,Proechimys longicaudatus,Echimyidae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3018,Proechimys quadruplicatus,Echimyidae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3019,Proechimys semispinosus,Echimyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3021,Proechimys simonsi,Echimyidae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3022,Proechimys steerei,Echimyidae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3026,Orthogeomys cavator,Geomyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3030,Orthogeomys grandis,Geomyidae,Rodentia,4,1,3,413,"Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3031,Orthogeomys heterodus,Geomyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3032,Orthogeomys hispidus,Geomyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3036,Orthogeomys underwoodi,Geomyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3037,Chaetodipus arenarius,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Wolff, J. O., Sherman P. W. 2007. Rodent Societies: An ecological and evolutionary perspective. The University of Chicago Press, Chicago, IL. ",LC,0
3038,Chaetodipus artus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Wolff, J. O., Sherman P. W. 2007. Rodent Societies: An ecological and evolutionary perspective. The University of Chicago Press, Chicago, IL. ",LC,0
3039,Chaetodipus baileyi,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3040,Chaetodipus fallax,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Wolff, J. O., Sherman P. W. 2007. Rodent Societies: An ecological and evolutionary perspective. The University of Chicago Press, Chicago, IL. ",LC,0
3041,Chaetodipus formosus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Wolff, J. O., Sherman P. W. 2007. Rodent Societies: An ecological and evolutionary perspective. The University of Chicago Press, Chicago, IL. ",LC,0
3042,Chaetodipus goldmani,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Wolff, J. O., Sherman P. W. 2007. Rodent Societies: An ecological and evolutionary perspective. The University of Chicago Press, Chicago, IL. ",NT,0
3043,Chaetodipus hispidus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3044,Chaetodipus intermedius,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Wolff, J. O., Sherman P. W. 2007. Rodent Societies: An ecological and evolutionary perspective. The University of Chicago Press, Chicago, IL. ",LC,0
3046,Chaetodipus nelsoni,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3047,Chaetodipus penicillatus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3048,Chaetodipus pernix,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3049,Chaetodipus spinatus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3050,Dipodomys agilis,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3051,Dipodomys californicus,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3052,Dipodomys compactus,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3053,Dipodomys deserti,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3054,Dipodomys elator,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
3056,Dipodomys gravipes,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",CR,1
3057,Dipodomys heermanni,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3058,Dipodomys ingens,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",EN,1
3061,Dipodomys merriami,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3062,Dipodomys microps,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3063,Dipodomys nelsoni,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3064,Dipodomys nitratoides,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
3065,Dipodomys ordii,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3066,Dipodomys panamintinus,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3067,Dipodomys phillipsii,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
