X,Species,Family,Order,Habitat.tiering,Motility,Feeding.mode,Mode.of.life,Ecology.reference,iucn,risk
3068,Dipodomys spectabilis,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",NT,0
3069,Dipodomys stephensi,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
3070,Dipodomys venustus,Heteromyidae,Rodentia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3071,Heteromys anomalus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3072,Heteromys australis,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3073,Heteromys desmarestianus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3074,Heteromys gaumeri,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3076,Heteromys nelsoni,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
3077,Heteromys oresterus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3083,Microdipodops megacephalus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3084,Microdipodops pallidus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3085,Perognathus alticola,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
3086,Perognathus amplus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3087,Perognathus fasciatus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3088,Perognathus flavescens,Heteromyidae,Rodentia,4,1,3,413,"Klein, S., 1983. The encyclopedia of North American wildlife. Facts on File, INC., NY, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3089,Perognathus flavus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3090,Perognathus inornatus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3091,Perognathus longimembris,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3092,Perognathus parvus,Heteromyidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
3094,Atherurus africanus,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3095,Atherurus macrourus,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3096,Hystrix africaeaustralis,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3097,Hystrix brachyura,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3098,Hystrix crassispinis,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3099,Hystrix cristata,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3100,Hystrix indica,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3101,Hystrix javanica,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3102,Hystrix pumila,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
3103,Hystrix sumatrae,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3104,Trichys fasciculata,Hystricidae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3105,Brachylagus idahoensis,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3106,Bunolagus monticularis,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
3107,Caprolagus hispidus,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
3108,Lepus alleni,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3109,Lepus americanus,Leporidae,Lagomorpha,4,3,3,433,"Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
3110,Lepus arcticus,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3111,Lepus californicus,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3112,Lepus callotis,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
3113,Lepus capensis,Leporidae,Lagomorpha,4,3,3,433,"Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
3114,Lepus nigricollis,Leporidae,Lagomorpha,4,3,3,433,"Long JL. 2003. Introduced Mammals of the World, Their history, distribution, and influence. CSIRO Publishing, Collingwood VIC, Australia.",LC,0
3115,Lepus timidus,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3117,Pentalagus furnessi,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
3118,Poelagus marjorita,Leporidae,Lagomorpha,4,3,3,433,"Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
3119,Romerolagus diazi,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
3120,Sylvilagus aquaticus,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",LC,0
3121,Sylvilagus audubonii,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",LC,0
3122,Sylvilagus bachmani,Leporidae,Lagomorpha,4,3,3,433,"Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",LC,0
3123,Sylvilagus brasiliensis,Leporidae,Lagomorpha,4,3,3,433,"Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",EN,1
3125,Sylvilagus cunicularius,Leporidae,Lagomorpha,4,3,3,433,"Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",LC,0
3126,Sylvilagus dicei,Leporidae,Lagomorpha,4,3,3,433,"Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",VU,1
3127,Sylvilagus graysoni,Leporidae,Lagomorpha,4,3,3,433,"Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",EN,1
3131,Sylvilagus mansuetus,Leporidae,Lagomorpha,4,3,3,433,"Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",CR,1
3132,Sylvilagus nuttallii,Leporidae,Lagomorpha,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",LC,0
3133,Sylvilagus palustris,Leporidae,Lagomorpha,4,3,3,433,"Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",LC,0
3134,Sylvilagus transitionalis,Leporidae,Lagomorpha,4,3,3,433,"Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1.",VU,1
3135,Lagorchestes hirsutus,Macropodidae,Diprotodontia,4,3,3,433,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Long JL. 2003. Introduced Mammals of the World, Their history, distribution, and influence. CSIRO Publishing, Collingwood VIC, Australia.",VU,1
3136,Acomys cahirinus,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3138,Allocricetulus curtatus,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
3140,Alticola argentatus,Muridae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3141,Alticola barakshin,Muridae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3142,Alticola lemminus,Muridae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3143,Alticola macrotis,Muridae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3144,Alticola montosa,Muridae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",VU,1
3145,Alticola roylei,Muridae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",NT,0
3146,Alticola semicanus,Muridae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3147,Alticola stoliczkanus,Muridae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3149,Alticola strelzowi,Muridae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3150,Alticola tuvinicus,Muridae,Rodentia,4,1,3,413,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
3151,Apodemus agrarius,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",LC,0
3152,Apodemus alpicola,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",LC,0
3153,Apodemus argenteus,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",LC,0
3155,Apodemus chevrieri,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",LC,0
3156,Apodemus draco,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",LC,0
3157,Apodemus flavicollis,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",LC,0
3159,Apodemus gurkha,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",LC,0
3161,Apodemus hyrcanicus,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",NT,0
3162,Apodemus latronum,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",LC,0
3163,Apodemus mystacinus,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",LC,0
3164,Apodemus peninsulae,Muridae,Rodentia,4,1,3,413,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flowerdew, J. R., Gurnell, J., Gipps, J. H. W. 1985. The ecology of woodland rodents, bank voles, and wood mice. Oxford University Press, New York, NY.",LC,0
