glottocode,name,isocodes,level,macroarea,latitude,longitude,Family_ID,Family_name
dido1241,Tsez,ddo,language,Eurasia,42.2646,45.8096,nakh1245,Nakh-Daghestanian
tsha1245,Tshangla,tsj,language,Eurasia,27.3694,91.7741,sino1245,Sino-Tibetan
tshi1238,Tshidi-Khwe,,dialect,Africa,,,khoe1240,Khoe-Kwadi
tsho1240,Tshobdun,,language,Eurasia,32.18,101.84,sino1245,Sino-Tibetan
tsho1241,Tshochen,,dialect,Eurasia,,,sino1245,Sino-Tibetan
tsho1239,Tshom-Djapa,,dialect,South America,,,katu1274,Katukinan
tshw1238,Tshwa,,dialect,Africa,,,atla1278,Atlantic-Congo
tsik1238,Tsikimba,kdl,language,Africa,9.60496,4.88739,atla1278,Atlantic-Congo
tsil1234,Tsilhqut'in,,dialect,North America,,,atha1245,Athabaskan-Eyak-Tlingit
tsim1257,Tsimihety Malagasy,xmw,language,Africa,-15.4294,48.8102,aust1307,Austronesian
tsir1238,Tsiracua,,dialect,South America,,,zamu1243,Zamucoan
qiqi1238,Tsitsikar,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
tsix1234,Ts'ixa,,language,Africa,-19.180953,23.998153,khoe1240,Khoe-Kwadi
tsle1234,Tsleil-Waututh,,dialect,North America,,,sali1255,Salishan
tsoo1241,Tso,ldp,language,Africa,9.53256,11.4972,atla1278,Atlantic-Congo
tsog1243,Tsogo,tsv,language,Africa,-1.55469,11.1359,atla1278,Atlantic-Congo
tsol1243,Tsola,,dialect,South America,,,tuca1253,Tucanoan
tson1249,Tsonga,tso,language,Africa,-23.5754,31.8105,atla1278,Atlantic-Congo
tson1247,Tsongol,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
tson1248,Tsontsu,,dialect,Eurasia,,,sino1245,Sino-Tibetan
tsot1242,Tsotsitaal,fly,language,Africa,-25.8633,27.4955,spee1234,Speech Register
tsot1241,Tsotso,lto,language,Africa,0.2975,34.6961,atla1278,Atlantic-Congo
tsou1248,Tsou,tsu,language,Papunesia,23.216,120.787,aust1307,Austronesian
tsua1234,Tsua,,dialect,Africa,,,khoe1240,Khoe-Kwadi
tsug1237,Tsugaru,,dialect,Eurasia,,,japo1237,Japonic
tsum1240,Tsum,ttz,language,Eurasia,28.4719,85.0817,sino1245,Sino-Tibetan
tsun1243,Tsunga,,dialect,Africa,,,atla1278,Atlantic-Congo
tsun1242,Ts'ün-Lao,tsl,language,Eurasia,21.3616,102.926,taik1256,Tai-Kadai
tsus1237,Tsushima-ben,,dialect,Eurasia,,,japo1237,Japonic
tsuv1239,Tsuvadi,tvd,language,Africa,10.8421,5.22095,atla1278,Atlantic-Congo
tsuv1243,Tsuvan,tsh,language,Africa,10.1551,13.628,afro1255,Afro-Asiatic
tsuw1238,Tsuwenki,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
tswa1255,Tswa,tsc,language,Africa,-22.9891,32.4287,atla1278,Atlantic-Congo
tswa1253,Tswana,tsn,language,Africa,-24.368,24.7587,atla1278,Atlantic-Congo
tswa1237,Tswapong,two,language,Africa,-23.40552,27.42009,atla1278,Atlantic-Congo
tswe1238,Tswene,,dialect,Africa,,,atla1278,Atlantic-Congo
tual1241,Tual,,dialect,Eurasia,,,indo1319,Indo-European
tual1242,Tualatin-Yamhill,nrt,language,North America,45.327,-122.955,kala1402,Kalapuyan
tuam1242,Tuamotuan,pmt,language,Papunesia,-16.17259,-146.321755,aust1307,Austronesian
tuan1238,Tuan Tet,,dialect,Eurasia,,,sino1245,Sino-Tibetan
tuba1275,Tuba,,dialect,Africa,,,saha1256,Saharan
tuba1276,Tubai,,dialect,Papunesia,,,aust1307,Austronesian
tuba1280,Tuba-Kizi,,dialect,Eurasia,,,turk1311,Turkic
tuba1277,Tubal,,dialect,Papunesia,,,timo1261,Timor-Alor-Pantar
tuba1279,Tubar,tbu,language,North America,30,-111,utoa1244,Uto-Aztecan
tuba1278,Tübatulabal,tub,language,North America,35.327,-117.163,utoa1244,Uto-Aztecan
tubu1240,Tubuai,,dialect,Papunesia,,,aust1307,Austronesian
tubu1241,Tubulamo,,dialect,Papunesia,,,aust1307,Austronesian
bund1254,Tucangu,,dialect,Africa,,,atla1278,Atlantic-Congo
tuca1252,Tucano,tuo,language,South America,0.579755,-69.5763,tuca1253,Tucanoan
tude1234,Tudeshki,,dialect,Eurasia,,,indo1319,Indo-European
loga1243,Tufombo,,dialect,Africa,,,atla1278,Atlantic-Congo
tuge1241,Tugen,tuy,language,Africa,0.66573,35.8499,nilo1247,Nilotic
tuge1242,Tugeri,,dialect,Papunesia,,,anim1240,Anim
tugu1245,Tugun,tzn,language,Papunesia,-7.72555,126.7,aust1307,Austronesian
tugu1246,Tugutil,tuj,language,Papunesia,0.5806,128.223,nort2923,North Halmahera
tuha1234,Tuha,,dialect,Eurasia,,,turk1311,Turkic
tuic1247,Tuic,,dialect,Africa,,,nilo1247,Nilotic
tuic1245,Tuichiap,,dialect,Eurasia,,,sino1245,Sino-Tibetan
tuic1246,Tuic (Southwestern Dinka),,dialect,Africa,,,nilo1247,Nilotic
tuka1245,Tuka,,dialect,Africa,,,mand1469,Mande
tuka1248,Tukang Besi North,khc,language,Papunesia,-5.30994,123.578,aust1307,Austronesian
tuka1249,Tukang Besi South,bhq,language,Papunesia,-5.7478,123.948,aust1307,Austronesian
tukc1238,Tukche,,dialect,Eurasia,,,sino1245,Sino-Tibetan
tuki1240,Tuki,bag,language,Africa,4.64348,11.5353,atla1278,Atlantic-Congo
komb1269,Tukombe,,dialect,Africa,,,atla1278,Atlantic-Congo
tukp1240,Tukpa,,dialect,Eurasia,,,sino1245,Sino-Tibetan
tuku1253,Tuku,,dialect,Africa,,,atla1278,Atlantic-Congo
tuku1254,Tukudede,tkd,language,Papunesia,-8.6788,125.283,aust1307,Austronesian
tuku1240,Tukumanféd,tkf,language,South America,-11.518,-61.42,unat1236,Unattested
tula1252,Tula,tul,language,Africa,9.84629,11.52551,atla1278,Atlantic-Congo
nucl1693,Tulai,,dialect,Africa,,,afro1255,Afro-Asiatic
tula1253,Tulambatu,,dialect,Papunesia,,,aust1307,Austronesian
tula1254,Tulamni,,dialect,North America,,,yoku1255,Yokutsan
tula1255,Tulan,,dialect,Africa,,,atla1278,Atlantic-Congo
tule1244,Tulehu,tlu,language,Papunesia,-3.57785,128.31,aust1307,Austronesian
tule1245,Tule-Kaweah Yokuts,,language,North America,36.05354,-118.768616,yoku1255,Yokutsan
tule1250,Tulema,,dialect,Africa,,,afro1255,Afro-Asiatic
tuli1249,Tulishi,tey,language,Africa,11.4507,29.108,kadu1256,Kadugli-Krongo
tulu1258,Tulu,tcy,language,Eurasia,12.8114,75.2651,drav1251,Dravidian
tulu1259,Tulu-Bohuai,rak,language,Papunesia,-2.14155,146.934,aust1307,Austronesian
tulu1260,Tulu (Papua New Guinea),,dialect,Papunesia,,,aust1307,Austronesian
tuma1250,Tuma-Irumu,iou,language,Papunesia,-6.29221,146.609,nucl1709,Nuclear Trans New Guinea
tuma1260,Tumak,tmc,language,Africa,9.43747,17.4216,afro1255,Afro-Asiatic
tuma1247,Tumale,,dialect,Africa,,,rash1249,Rashad
tuma1249,Tumari,,dialect,Africa,,,saha1256,Saharan
tuma1248,Tumari Kanuri,krt,language,Africa,14.2584,13.1571,saha1256,Saharan
mber1258,Tumbele,,dialect,Africa,,,atla1278,Atlantic-Congo
tumb1250,Tumbuka,tum,language,Africa,-11.3297,33.3738,atla1278,Atlantic-Congo
tumi1238,Tumi,kku,language,Africa,10.5113,8.10378,unat1236,Unattested
tuml1238,Tumleo,tmq,language,Papunesia,-3.14955,142.346,aust1307,Austronesian
tumm1238,Tumma,,dialect,Africa,,,kadu1256,Kadugli-Krongo
tums1237,Tumshuqese,xtq,language,Eurasia,39.866667,79.066667,indo1319,Indo-European
tumt1243,Tumtum,tbr,language,Africa,10.6378,30.4128,kadu1256,Kadugli-Krongo
tumu1243,Tumuaong,,dialect,Papunesia,,,aust1307,Austronesian
tumu1242,Tumulung Sisaala,sil,language,Africa,10.63451,-1.79707,atla1278,Atlantic-Congo
tumu1241,Tumut,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
tumz1238,Tumzabt,mzb,language,Africa,32.5014,3.85035,afro1255,Afro-Asiatic
tunc1238,Tunceli,,dialect,Eurasia,,,indo1319,Indo-European
tund1254,Tundra Enets,enh,language,Eurasia,70.1626,83.7405,ural1272,Uralic
nene1249,Tundra Nenets,yrk,language,Eurasia,66.1775,71.0234,ural1272,Uralic
tund1257,Tunduli,,dialect,Africa,,,heib1242,Heibanic
tund1256,Tunduru Yao,,dialect,Africa,,,atla1278,Atlantic-Congo
tune1261,Tunen,tvu,language,Africa,4.75,10.67,atla1278,Atlantic-Congo
tune1241,Tunen (Retired),baz,language,Africa,4.75,10.67,book1242,Bookkeeping
tung1284,Tung,,dialect,Africa,,,atla1278,Atlantic-Congo
tung1285,Tunga,,dialect,Africa,,,atla1278,Atlantic-Congo
tung1290,Tungag,lcm,language,Papunesia,-2.52188,150.198,aust1307,Austronesian
juna1238,Tungba,,dialect,Africa,,,atla1278,Atlantic-Congo
tung1293,Tunggare,trt,language,Papunesia,-3.37462,135.551,geel1240,Geelvink Bay
tung1292,Tungho,,dialect,Papunesia,,,aust1307,Austronesian
tung1287,Tungi',,dialect,Africa,,,atla1278,Atlantic-Congo
tung1295,Tungila Suku,,dialect,Africa,,,atla1278,Atlantic-Congo
tung1289,Tungkal Ilir,,dialect,Papunesia,,,aust1307,Austronesian
tung1288,Tungkal Ulu,,dialect,Papunesia,,,aust1307,Austronesian
tung1291,Tungkuno,,dialect,Papunesia,,,aust1307,Austronesian
tung1286,Tungu,,dialect,Africa,,,atla1278,Atlantic-Congo
sala1272,Tungurahua Highland Quichua,qxl,language,South America,-1.35447,-78.3953,quec1387,Quechuan
tuni1251,Tunia,tug,language,Africa,9.42506,18.2059,atla1278,Atlantic-Congo
tuni1252,Tunica,tun,language,North America,30.9888,-92.5403,,
tuni1259,Tunisian Arabic,aeb,language,Africa,33.7966,9.56156,afro1255,Afro-Asiatic
tuni1249,Tunisian Sign Language,tse,language,Africa,36.49562,10.03348,sign1238,Sign Language
tuni1262,Tunisian-Zuwara Berber,,language,Africa,32.863859,11.299621,afro1255,Afro-Asiatic
tuni1261,Tunis Judeo-Arabic,,dialect,Africa,,,afro1255,Afro-Asiatic
tuni1260,Tunis (Tunisian Arabic),,dialect,Africa,,,afro1255,Afro-Asiatic
tunj1244,Tunjung,tjg,language,Papunesia,-0.29048,115.883,aust1307,Austronesian
tunj1245,Tunjung Linggang,,dialect,Papunesia,,,aust1307,Austronesian
tunj1246,Tunjung Londong,,dialect,Papunesia,,,aust1307,Austronesian
tunk1240,Tunka,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
tunn1238,Tunni,tqq,language,Africa,1.06167,43.6847,afro1255,Afro-Asiatic
tuno1237,Tunong,,dialect,Eurasia,,,aust1307,Austronesian
tunu1234,Tunumiisiut,,language,North America,65.613611,-37.631111,eski1264,Eskimo-Aleut
tunu1235,Tununitmiut,,dialect,North America,,,eski1264,Eskimo-Aleut
tunx1234,Tunxi,,dialect,Eurasia,29.7201616,118.2294365,sino1245,Sino-Tibetan
tuny1239,Tunya,,dialect,Africa,,,atla1278,Atlantic-Congo
tunz1235,Tunzu,dza,language,Africa,9.115793,10.029445,atla1278,Atlantic-Congo
tuob1242,Tuobo,,dialect,Africa,,,krua1234,Kru
tuol1234,Tuoluo Bai,,dialect,Eurasia,,,sino1245,Sino-Tibetan
tuom1235,Tuomo,,dialect,Africa,,,ijoi1239,Ijoid
tuoq1234,Tuōqī Pumi,,dialect,Eurasia,,,sino1245,Sino-Tibetan
tuot1238,Tuotomb,ttf,language,Africa,4.65626,10.6592,atla1278,Atlantic-Congo
tupa1250,Tuparí,tpr,language,South America,-11.8884,-62.2544,tupi1275,Tupian
tupi1292,Tupina,,dialect,South America,,,tupi1275,Tupian
tupi1291,Tupinakin-Tupi-Tabajara Angra dos Reis-Cananéia,,dialect,South America,,,tupi1275,Tupian
tupi1273,Tupinambá,tpn,language,South America,-22.807778,-42.106389,tupi1275,Tupian
tupi1289,Tupinambá São Francisco-Camamu,,dialect,South America,,,tupi1275,Tupian
tupi1290,Tupinambá-Tamoio Kap São Tomé-Angra dos Reis,,dialect,South America,,,tupi1275,Tupian
tupi1288,Tupinambá Tocantins-Paranaiba,,dialect,South America,,,tupi1275,Tupian
tupi1272,Tupinikin,tpk,dialect,South America,-19,-40.4167,tupi1275,Tupian
tupu1244,Tupuri,tui,language,Africa,10.0144,14.8697,atla1278,Atlantic-Congo
turr1244,Tur,,dialect,Africa,,,afro1255,Afro-Asiatic
tura1265,Turaka,trh,language,Papunesia,-9.83576,149.567,daga1274,Dagan
tura1262,Turatea,,dialect,Papunesia,,,aust1307,Austronesian
ture1239,Ture,,dialect,Africa,,,afro1255,Afro-Asiatic
turf1238,Turfan,,dialect,Eurasia,,,turk1311,Turkic
turi1246,Turi,trd,language,Eurasia,22.0122,84.4712,aust1305,Austroasiatic
turi1245,Turinese,,dialect,Eurasia,,,indo1319,Indo-European
turi1247,Turiwára,twt,language,South America,-2,-49.5,tupi1275,Tupian
turk1306,Turka,tuz,language,Africa,10.7114,-4.92082,atla1278,Atlantic-Congo
turk1308,Turkana,tuv,language,Africa,4.30688,35.7101,nilo1247,Nilotic
turk1303,Khalaj Turkic,klj,language,Eurasia,34.42237,50.32223,turk1311,Turkic
nucl1301,Turkish,tur,language,Eurasia,39.8667,32.8667,turk1311,Turkic
turk1288,Turkish Sign Language,tsm,language,Eurasia,41.02675,28.85551,sign1238,Sign Language
turk1304,Turkmen,tuk,language,Eurasia,37.08719,59.17574,turk1311,Turkic
turk1312,Turkmenistan Balochi,,dialect,Eurasia,,,indo1319,Indo-European
turk1310,Turks And Caicos Creole English,tch,language,North America,21.8078,-71.7451,indo1319,Indo-European
turk1244,Turku-Bongor Pidgin Arabic,,language,Africa,9.09034,18.436889999999998,pidg1258,Pidgin
turk1313,Turku Pidgin Arabic,,dialect,Africa,,,pidg1258,Pidgin
turo1239,Turoyo,tru,language,Eurasia,37.2275,42.1451,afro1255,Afro-Asiatic
turr1239,Turra,,dialect,Australia,,,pama1250,Pama-Nyungan
turt1236,Turtle Mountain Chippewa,,dialect,North America,,,algi1248,Algic
turu1251,Turu,,dialect,Papunesia,,,lake1255,Lakes Plain
turu1250,Turumsa,tqm,language,Papunesia,-7.93238,142.568,doso1238,Doso-Turumsa
turu1249,Turung,try,language,Eurasia,26.3441,92.2676,taik1256,Tai-Kadai
turu1252,Turung (Jinghpaw),,dialect,Eurasia,,,sino1245,Sino-Tibetan
tusc1257,Tuscarora,tus,language,North America,43.1303,-79.4214,iroq1247,Iroquoian
tush1241,Tush,,dialect,Eurasia,,,kart1248,Kartvelian
tush1243,Tushan Names,,language,Eurasia,,,book1242,Bookkeeping
tuta1234,Tutal Middle Chulym,,dialect,Eurasia,,,turk1311,Turkic
tute1247,Tutelo,tta,language,North America,37.67,-78.75,siou1252,Siouan
tutk1234,Tutkaboni,,dialect,Eurasia,,,indo1319,Indo-European
tuto1241,Tutong,ttg,language,Papunesia,4.74327,114.638,aust1307,Austronesian
tuto1242,Tutong 1,ttx,language,,,,book1242,Bookkeeping
tuts1235,Tutsa Naga,tvt,language,Eurasia,27.161,95.8,sino1245,Sino-Tibetan
tsin1239,Tutsingo,,dialect,Africa,,,atla1278,Atlantic-Congo
tutu1241,Tutuba,tmi,language,Papunesia,-15.580667,167.268889,aust1307,Austronesian
tutu1243,Tututepec Mixtec,mtu,language,North America,16.11351,-97.55969,otom1299,Otomanguean
tutu1242,Tututni,tuu,language,North America,42.5563,-124.293,atha1245,Athabaskan-Eyak-Tlingit
tuva1244,Tuvalu,tvl,language,Papunesia,-8.520813,179.198088,aust1307,Austronesian
tuvi1240,Tuvinian,tyv,language,Eurasia,51.7,94.36667,turk1311,Turkic
tuwa1243,Tuwali Ifugao,ifk,language,Papunesia,16.6646,121.113,aust1307,Austronesian
tuwa1244,Tuwang,,dialect,Papunesia,,,aust1307,Austronesian
tuwa1242,Tuwari,tww,language,Papunesia,-4.80315,142.095,wali1264,Walioic
tuwu1238,Tuwuli,bov,language,Africa,7.31095,0.38008,atla1278,Atlantic-Congo
tuxa1239,Tuxá,tud,language,South America,-8.953642,-38.2742287,,
tuxi1238,Tuxináwa,tux,language,South America,-9.74999,-69.0167,pano1259,Pano-Tacanan
tuyu1244,Tuyuca,tue,language,South America,0.39441,-70.043515,tuca1253,Tucanoan
tuza1238,Tuzanteco,,dialect,North America,,,maya1287,Mayan
tver1240,Tver,,dialect,Eurasia,,,ural1272,Uralic
twaa1238,Twa,,dialect,Africa,,,atla1278,Atlantic-Congo
twab1238,Twabo,,dialect,Africa,,,krua1234,Kru
nica1250,Twahka-Bawihka,,dialect,North America,,,misu1242,Misumalpan
twan1247,Twana,twa,language,North America,47.48952,-123.21227,sali1255,Salishan
twao1242,Twa of Bangweulu,,dialect,Africa,,,atla1278,Atlantic-Congo
twao1243,Twa of the Kafue,,dialect,Africa,,,atla1278,Atlantic-Congo
twee1234,Tweed-Albert,xjb,language,Australia,-28.028726,153.286993,pama1250,Pama-Nyungan
twen1241,Twents,twd,dialect,Eurasia,52.2926,6.77085,indo1319,Indo-European
twii1234,Twi,twi,dialect,Africa,,,atla1278,Atlantic-Congo
twok1234,Twok,,dialect,Africa,,,nilo1247,Nilotic
twum1238,Twumwu,,dialect,Africa,,,atla1278,Atlantic-Congo
kaya1331,Txucarramãe,,dialect,South America,,,nucl1710,Nuclear-Macro-Je
tyan1236,Thanikwithi,,dialect,Australia,,,pama1250,Pama-Nyungan
tyan1235,Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit,,language,Australia,-12.544,141.984,pama1250,Pama-Nyungan
tyap1238,Tyap,kcg,language,Africa,9.75568,8.3082,atla1278,Atlantic-Congo
tyar1236,Tyaraity,woa,language,Australia,-12.4868,130.676,nort1547,Northern Daly
tyeb1238,Tyebara,,dialect,Africa,,,atla1278,Atlantic-Congo
tymm1241,Tym,,dialect,Eurasia,,,ural1272,Uralic
tyre1237,Tyrewuju,,dialect,South America,,,cari1283,Cariban
tyro1234,Tyrol Bavarian,,dialect,Eurasia,,,indo1319,Indo-European
tyum1239,Tyumen,,dialect,Eurasia,,,turk1311,Turkic
tzel1254,Tzeltal,tzh,language,North America,16.6384,-92.2786,maya1287,Mayan
tzel1255,"Tzeltal, Bachajón",tzb,language,North America,16.64,-92.28,book1242,Bookkeeping
tzot1259,Tzotzil,tzo,language,North America,16.6362,-92.7388,maya1287,Mayan
tzot1262,"Tzotzil, Chamula",tzc,language,North America,16.64,-92.74,book1242,Bookkeeping
tzot1263,"Tzotzil, Chenalhó",tze,language,North America,16.64,-92.74,book1242,Bookkeeping
tzot1261,"Tzotzil, Huixtán",tzu,language,North America,16.64,-92.74,book1242,Bookkeeping
tzot1260,"Tzotzil, San Andrés Larrainzar",tzs,language,North America,16.64,-92.74,book1242,Bookkeeping
tzot1264,"Tzotzil, Zinacantán",tzz,language,North America,16.64,-92.74,book1242,Bookkeeping
tzut1248,Tz'utujil,tzj,language,North America,14.6351,-91.2012,maya1287,Mayan
tzut1249,"Tz'utujil, Western",tzt,language,North America,,,book1242,Bookkeeping
uuuu1243,U,uuu,language,Eurasia,22.6767,101.772,aust1305,Austroasiatic
dbus1238,Ü,,dialect,Eurasia,,,sino1245,Sino-Tibetan
uabm1237,Uab Meto,aoz,language,Papunesia,-9.77284,124.144,aust1307,Austronesian
kari1301,Uaçá Creole French,kmv,language,South America,3.42825,-51.6888,indo1319,Indo-European
uahu1237,Ua Huka,,dialect,Papunesia,,,aust1307,Austronesian
uain1239,Uainuma-Mariate,,language,South America,-1.676121,-71.149307,araw1281,Arawakan
uamu1236,Uamué,uam,language,South America,-8.49999,-38.75,uncl1493,Unclassifiable
uapo1237,Ua Pou,,dialect,Papunesia,,,aust1307,Austronesian
uare1241,Uare,ksj,language,Papunesia,-9.69571,147.687,kwal1257,Kwalean
ubae1237,Ubae,,dialect,Papunesia,,,aust1307,Austronesian
ubag1245,Ubaghara,byc,language,Africa,5.72343,7.96439,atla1278,Atlantic-Congo
uban1243,Ubang,uba,language,Africa,6.40906,9.2616,atla1278,Atlantic-Congo
uber1234,Übersee Molotschna,,dialect,North America,,,indo1319,Indo-European
ubii1238,Ubi,ubi,language,Africa,11.8006,18.558,afro1255,Afro-Asiatic
ubia1237,Ubian,,dialect,Papunesia,,,aust1307,Austronesian
ubim1238,Ubima,,dialect,Africa,,,atla1278,Atlantic-Congo
ubir1237,Ubir,ubr,language,Papunesia,-9.59044,149.396,aust1307,Austronesian
ubuu1238,Ubu,,dialect,Eurasia,,,sino1245,Sino-Tibetan
ubui1237,Ubuia,,dialect,Papunesia,,,aust1307,Austronesian
ubwe1238,Ubwebwe,,dialect,Africa,,,atla1278,Atlantic-Congo
ubye1238,Ubye,,dialect,Africa,,,atla1278,Atlantic-Congo
ubyk1235,Ubykh,uby,language,Eurasia,43.67,39.67,abkh1242,Abkhaz-Adyge
ucay1237,Ucayali-Yurúa Ashéninka,cpb,language,South America,-9.49424,-73.1836,araw1281,Arawakan
ucha1239,Uchai Sadri,,dialect,Eurasia,,,indo1319,Indo-European
uchu1234,Uchur-Zeya,,dialect,Eurasia,,,tung1282,Tungusic
udaa1238,Uda,uda,language,Africa,4.70196,8.06562,atla1278,Atlantic-Congo
uday1238,Udayapur,,dialect,Eurasia,,,indo1319,Indo-European
uder1239,Uderi,,dialect,Papunesia,,,manu1261,Manubaran
udii1243,Udi,udi,language,Eurasia,40.9,47.7236,nakh1245,Nakh-Daghestanian
udih1248,Udihe,ude,language,Eurasia,46.63086,135.67762,tung1282,Tungusic
udmu1245,Udmurt,udm,language,Eurasia,56.12921,52.63548,ural1272,Uralic
udoo1238,Udo,,dialect,Africa,,,atla1278,Atlantic-Congo
uduu1238,Udu,,dialect,Africa,,,atla1278,Atlantic-Congo
uduk1239,Uduk,udu,language,Africa,9.16012,34.2293,koma1264,Koman
uele1238,Uélé,,dialect,Africa,,,atla1278,Atlantic-Congo
uell1238,Uellanskij,,dialect,Eurasia,,,chuk1271,Chukotko-Kamchatkan
ufau1237,Ufaufa,,dialect,Papunesia,,,aust1307,Austronesian
ufia1239,Ufia,,dialect,Africa,,,atla1278,Atlantic-Congo
ufim1240,Ufim,ufi,language,Papunesia,-6.05128,146.245,nucl1709,Nuclear Trans New Guinea
ufio1238,Ufiom,,dialect,Africa,,,atla1278,Atlantic-Congo
ufuf1237,Ufufu,,dialect,Papunesia,,,aust1307,Austronesian
ufya1234,Ufyargo,,dialect,South America,,,yama1264,Yámana
ugan1242,Ugana,,dialect,Papunesia,,,aust1307,Austronesian
ugan1243,Ugandan English,,dialect,Eurasia,,,indo1319,Indo-European
ugan1238,Ugandan Sign Language,ugn,language,Africa,0.2475,32.4829,sign1238,Sign Language
ugar1238,Ugaritic,uga,language,Eurasia,35.6,35.78,afro1255,Afro-Asiatic
ugba1238,Ugbala,,dialect,Africa,,,atla1278,Atlantic-Congo
ugbe1238,Ugbem,,dialect,Africa,,,atla1278,Atlantic-Congo
ugep1238,Ugep,,dialect,Africa,,,atla1278,Atlantic-Congo
ughe1237,Ughele,uge,language,Papunesia,-8.45725,157.341,aust1307,Austronesian
ugon1240,Ugondo,,dialect,Africa,,,atla1278,Atlantic-Congo
ugon1239,Ugong,ugo,language,Eurasia,14.2408,100.098,sino1245,Sino-Tibetan
uhak1237,Uhak,,dialect,Papunesia,,,aust1307,Austronesian
uham1238,Uhami,uha,language,Africa,7.38143,5.68537,atla1278,Atlantic-Congo
uigh1240,Uighur,uig,language,Eurasia,43.88,87.38,turk1311,Turkic
uiri1238,Uirina,,language,South America,0.487142,-64.265915,araw1281,Arawakan
uisa1238,Uisai,uis,language,Papunesia,-6.55533,155.706,sout2948,South Bougainville
uist1237,Uis Tasae,,dialect,Papunesia,,,aust1307,Austronesian
uiya1236,Uiya,,dialect,Eurasia,,,sino1245,Sino-Tibetan
ujar1238,Ujarrás,,dialect,North America,,,chib1249,Chibchan
ujev1238,Ujevwe,,dialect,Africa,,,atla1278,Atlantic-Congo
ujin1234,Ujindile,,dialect,Africa,-9.24553,34.50936,atla1278,Atlantic-Congo
ujir1237,Ujir,udj,language,Papunesia,-5.69329,134.257,aust1307,Austronesian
ujja1238,Ujjaini,,dialect,Eurasia,,,indo1319,Indo-European
ukaa1244,Uka,,dialect,Eurasia,,,chuk1271,Chukotko-Kamchatkan
ukaa1243,Ukaan,kcf,language,Africa,7.59722,6.03933,atla1278,Atlantic-Congo
ukal1234,Ukalawa,,dialect,Africa,-9.18589,35.28047,atla1278,Atlantic-Congo
ukan1238,Ukanafun,,dialect,Africa,,,atla1278,Atlantic-Congo
uuuu1242,U (Khmu),,dialect,Eurasia,,,aust1305,Austroasiatic
ukhr1238,Ukhrul,,dialect,Eurasia,,,sino1245,Sino-Tibetan
ukhw1241,Ukhwejo,ukh,language,Africa,2.9095,16.267,atla1278,Atlantic-Congo
ukia1238,Ukiah,,dialect,North America,,,pomo1273,Pomoan
ukin1237,Uki Ni Masi,,dialect,Papunesia,,,aust1307,Austronesian
ukit1237,Ukit,umi,language,Papunesia,1.56623,114.579,aust1307,Austronesian
ukpe1248,Ukpe,,dialect,Africa,,,atla1278,Atlantic-Congo
ukpe1247,Ukpe-Bayobiri,ukp,language,Africa,6.52883,9.02603,atla1278,Atlantic-Congo
ukpe1250,Ukpet,,dialect,Africa,,,atla1278,Atlantic-Congo
ukpe1249,Ukpet-Ehom,akd,language,Africa,5.58316,8.10047,atla1278,Atlantic-Congo
ukra1253,Ukrainian,ukr,language,Eurasia,49.796,29.945,indo1319,Indo-European
ukra1235,Ukrainian Sign Language,ukl,language,Eurasia,50.4111,30.553,sign1238,Sign Language
ukra1254,Ukrainish,,dialect,Eurasia,,,indo1319,Indo-European
ukue1238,Ukue,uku,language,Africa,7.41643,5.85139,atla1278,Atlantic-Congo
ukum1234,Ukum,,dialect,Africa,,,atla1278,Atlantic-Congo
ukur1240,Ukuriguma,ukg,language,Papunesia,-4.94407,145.514,nucl1709,Nuclear Trans New Guinea
ukwa1238,Ukwa,ukq,language,Africa,5.59913,7.96002,atla1278,Atlantic-Congo
okor1248,Ukwortung,,dialect,Africa,,,atla1278,Atlantic-Congo
ukwu1242,Ukwuani,,dialect,Africa,,,atla1278,Atlantic-Congo
ukwu1241,Ukwuani-Aboh-Ndoni,ukw,language,Africa,5.78892,6.48559,atla1278,Atlantic-Congo
ulan1238,Ulanchab,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
ulau1237,Ulau-Suain,svb,language,Papunesia,-3.32876,142.845,aust1307,Austronesian
ulaw1237,Ulawa,,dialect,Papunesia,,,aust1307,Austronesian
ulba1238,Ulba,,dialect,Africa,,,heib1242,Heibanic
ulch1241,Ulch,ulc,language,Eurasia,51.85209,140.29045,tung1282,Tungusic
ulga1234,Ulgatcho,,dialect,North America,,,atha1245,Athabaskan-Eyak-Tlingit
ulit1238,Ulithian,uli,language,Papunesia,9.961388,139.603611,aust1307,Austronesian
ulku1238,Ulkulu,,dialect,Australia,,,pama1250,Pama-Nyungan
ulla1237,Ullatan,ull,language,Eurasia,9.46719,77.0906,drav1251,Dravidian
ulst1239,Ulster,,dialect,Eurasia,,,indo1319,Indo-European
ulst1241,Ulster English,,dialect,Eurasia,,,indo1319,Indo-European
ulte1235,Ulterior-Mixe,,language,North America,17.36,-96.05,mixe1284,Mixe-Zoque
ulua1242,Ulu Ai,,dialect,Papunesia,,,aust1307,Austronesian
ulua1243,Ulu Ai',,dialect,Papunesia,,,aust1307,Austronesian
