glottocode,name,isocodes,level,macroarea,latitude,longitude,Family_ID,Family_name
ulub1245,,,dialect,Africa,,,,
ulub1244,Manjiya,,dialect,Africa,,,atla1278,Atlantic-Congo
uluc1240,Ulu Ceres,,dialect,Eurasia,,,aust1305,Austroasiatic
ulud1238,Luhugu,,dialect,Africa,,,atla1278,Atlantic-Congo
ulud1239,Ulu (Dar Funj),,dialect,Africa,,,nilo1247,Nilotic
uluk1256,Ulu Kampar,,dialect,Eurasia,,,aust1305,Austroasiatic
uluk1255,Ulu Kinta,,dialect,Eurasia,,,aust1305,Austroasiatic
uluk1258,,,dialect,Africa,,,,
uluk1257,Ulukwumi,ulb,language,Africa,6.4974,6.59202,atla1278,Atlantic-Congo
ulul1240,Ulu Langat Orang Bukit,,dialect,Eurasia,,,aust1305,Austroasiatic
ulum1237,Ulumanda',ulm,language,Papunesia,-3.00933,118.994,aust1307,Austronesian
uluu1244,Ulu (Minangkabau),,dialect,Papunesia,,,aust1307,Austronesian
ulus1242,Ulu Selama,,dialect,Eurasia,,,aust1305,Austroasiatic
ulut1240,Ulu Tembeling,,dialect,Eurasia,,,aust1305,Austroasiatic
ulwa1239,Ulwa,ulw,language,North America,12.932292,-83.581467,misu1242,Misumalpan
yaul1241,Ulwa (Papua New Guinea),yla,language,Papunesia,-4.39912,143.993,kera1258,Keram
umaa1242,Uma,ppk,language,Papunesia,-1.70416,119.968,aust1307,Austronesian
umab1240,Uma Bakah,,dialect,Papunesia,,,aust1307,Austronesian
umab1239,Uma Bem,,dialect,Papunesia,,,aust1307,Austronesian
umad1241,Uma Daro,,dialect,Papunesia,,,aust1307,Austronesian
umad1240,Umadwadi,,dialect,Eurasia,,,indo1319,Indo-European
umaa1241,Uma (Ikposo),,dialect,Africa,,,atla1278,Atlantic-Congo
umaj1239,Uma Jalam,,dialect,Papunesia,,,aust1307,Austronesian
umaj1240,Uma Juman,,dialect,Papunesia,,,aust1307,Austronesian
umal1240,Uma Lakan,,dialect,Papunesia,,,aust1307,Austronesian
umal1239,Uma' Lasan,xky,language,Papunesia,2.14141,114.205,aust1307,Austronesian
umal1238,Uma' Lung,ulu,language,Papunesia,3.25,116.5,aust1307,Austronesian
uman1240,Umanakaina,gdn,language,Papunesia,-9.89671,149.658,daga1274,Dagan
umat1246,Uma Tau,,dialect,Papunesia,,,aust1307,Austronesian
umat1237,Umatilla,uma,language,North America,45.6391,-118.552,saha1239,Sahaptian
umat1247,Uma Timai,,dialect,Papunesia,,,aust1307,Austronesian
umay1237,Umayam,,dialect,Papunesia,,,aust1307,Austronesian
umbi1243,Umbindhamu,umd,language,Australia,-13.921,143.328,pama1250,Pama-Nyungan
umbr1253,Umbrian,xum,language,Eurasia,42.75,13.02,indo1319,Indo-European
umbu1235,Umbugarla,umr,language,Australia,-12.9325,131.825,,
umbu1257,Umbundu,umb,language,Africa,-12.4763,14.4148,atla1278,Atlantic-Congo
umar1237,Umbu Ratu Nggai,,dialect,Papunesia,,,aust1307,Austronesian
umbu1258,Umbu-Ungu,ubu,language,Papunesia,-5.9513,143.97,nucl1709,Nuclear Trans New Guinea
umbu1256,Umbuygamu,umg,language,Australia,-14.25876,143.6305,pama1250,Pama-Nyungan
umee1242,Ume,,dialect,Africa,,,atla1278,Atlantic-Congo
umed1239,Umeda,,dialect,Papunesia,,,bord1247,Border
umed1238,Umeda-Punda,upi,language,Papunesia,-3.34565,141.157,bord1247,Border
umee1243,Ume (Papua New Guinea),,dialect,Papunesia,,,east2503,Eastern Trans-Fly
umer1237,Umera,,dialect,Papunesia,,,aust1307,Austronesian
umes1235,Ume Saami,sju,language,Eurasia,64.6383,18.646,ural1272,Uralic
umii1236,Umiida,xud,dialect,Australia,-16.615461,124.079216,worr1236,Worrorran
umii1235,Umiida-Unggarangu,,language,Australia,-16.559333,124.5,worr1236,Worrorran
umir1236,Umiray Dumaget Agta,due,language,Papunesia,14.8757,121.508,aust1307,Austronesian
ummd1238,Umm Dorein,,dialect,Africa,,,heib1242,Heibanic
ummg1238,Umm Gabralla,,dialect,Africa,,,heib1242,Heibanic
umon1238,Umon,umm,language,Africa,5.37438,8.10335,atla1278,Atlantic-Congo
umot1240,Umotína,umo,language,South America,-15.5929,-57.4192,boro1281,Bororoan
umpa1238,Umpaku,,dialect,Eurasia,,,japo1237,Japonic
umpi1239,Umpila,ump,language,Australia,-13.1528,143.467,pama1250,Pama-Nyungan
umra1238,Umraya,,dialect,Eurasia,,,afro1255,Afro-Asiatic
umua1241,Umua,,dialect,Papunesia,,,aust1307,Austronesian
umua1240,Umuahia,,dialect,Africa,,,atla1278,Atlantic-Congo
umur1238,Umuruta,,dialect,Papunesia,,,left1242,Left May
unaa1239,Una,mtg,language,Papunesia,-4.69676,140.1,nucl1709,Nuclear Trans New Guinea
unai1234,Unainuman,,language,South America,-2.99955208,-69.2247924,uncl1493,Unclassifiable
unal1234,Unaliq,,dialect,North America,,,eski1264,Eskimo-Aleut
unam1242,Unami,unm,language,North America,40.4,-74.3,algi1248,Algic
ghul1238,Uncunwee,ghl,language,Africa,11.6432,29.8122,nubi1251,Nubian
unde1235,Unde Kaili,unz,language,Papunesia,-0.85876,119.673,aust1307,Austronesian
undu1236,Undu,,dialect,Africa,,,bert1248,Berta
undu1241,Undup,,dialect,Papunesia,,,aust1307,Austronesian
unea1237,Uneapa,bbn,language,Papunesia,-4.89383,149.141,aust1307,Austronesian
unem1238,Uneme,une,language,Africa,6.97237,6.13427,atla1278,Atlantic-Congo
unga1252,Unga,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
unga1254,Ungameha,,dialect,Africa,,,atla1278,Atlantic-Congo
unga1253,Unga (Zambia),,dialect,Africa,,,atla1278,Atlantic-Congo
ungg1244,Unggaranggu,xun,dialect,Australia,-16.91,124.156,worr1236,Worrorran
ungg1243,Unggumi,xgu,language,Australia,-15.65,124.67,worr1236,Worrorran
kxau1242,/=Ungkue,,dialect,Africa,-29.4046,22.2901,tuuu1241,Tuu
ungu1238,Unguja,,dialect,Africa,,,atla1278,Atlantic-Congo
ungw1234,Ungwar Zaria,,dialect,Africa,,,atla1278,Atlantic-Congo
unhu1238,Unhun,,dialect,South America,,,araw1281,Arawakan
unii1234,Uni,uni,language,Papunesia,-3.09369,142.027703,skoo1245,Sko
unna1235,Unnao,,dialect,Eurasia,,,indo1319,Indo-European
unog1238,Unogboko,,dialect,Africa,,,atla1278,Atlantic-Congo
unse1236,Unserdeutsch,uln,language,Papunesia,-4.19566,152.183,indo1319,Indo-European
unti1238,Untib,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
unua1237,Unua,onu,language,Papunesia,-16.2638,167.599,aust1307,Austronesian
unub1234,Unubahe,unu,language,Papunesia,-10.3652,150.2683,aust1307,Austronesian
unwa1238,Unwana,,dialect,Africa,,,atla1278,Atlantic-Congo
unya1238,Unyama,,dialect,Africa,,,atla1278,Atlantic-Congo
unye1238,Unyeada,,dialect,Africa,,,atla1278,Atlantic-Congo
uokh1238,Uokha,uok,language,Africa,7.00611,5.97783,book1242,Bookkeeping
uonu1237,Uonuma,,dialect,Eurasia,,,japo1237,Japonic
upat1238,Upata,,dialect,Africa,,,atla1278,Atlantic-Congo
uppe1417,Upper Adele,,dialect,Africa,,,atla1278,Atlantic-Congo
uppe1433,Upper Asaro,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
uppe1429,Upper August River,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
uppe1398,Upper Austria Bavarian,,dialect,Eurasia,48.24,13.89,indo1319,Indo-European
uppe1407,Upper Bal,,dialect,Eurasia,,,kart1248,Kartvelian
uppe1434,Upper Bamu,,dialect,Papunesia,,,kiwa1251,Kiwaian
uppe1459,Upper Baram Kenyah,ubm,language,,,,book1242,Bookkeeping
uppe1449,Upper Barwari,,dialect,Eurasia,,,afro1255,Afro-Asiatic
uppe1431,Upper Bele,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
uppe1405,Upper Bondo,,dialect,Eurasia,,,aust1305,Austroasiatic
uppe1393,Upper Carniola,,dialect,Eurasia,,,indo1319,Indo-European
uppe1439,Upper Chehalis,cjh,language,North America,46.7981,-123.169,sali1255,Salishan
wasc1239,Upper Chinook,wac,language,North America,45.0278,-121.509,chin1490,Chinookan
uppe1466,Upper East Franconian,,dialect,Eurasia,,,indo1319,Indo-European
uppe1453,Upper Egypt Arabic,,dialect,Africa,,,afro1255,Afro-Asiatic
uppe1445,Upper Egyptian,,dialect,Africa,,,afro1255,Afro-Asiatic
uppe1396,Upper Engadine,,dialect,Eurasia,,,indo1319,Indo-European
uppe1420,Upper Gio,,dialect,Africa,,,mand1469,Mande
uppe1430,Upper Grand Valley Dani,dna,language,Papunesia,-3.94368,138.901,nucl1709,Nuclear Trans New Guinea
uppe1409,Upper Groma,,dialect,Eurasia,,,sino1245,Sino-Tibetan
uppe1455,Upper Guinea Crioulo,pov,language,Africa,13.2335066667,-15.33254,indo1319,Indo-European
uppe1478,Upper Imeretian,,dialect,Eurasia,,,kart1248,Kartvelian
uppe1470,Upper Indus Changthang,,dialect,Eurasia,,,sino1245,Sino-Tibetan
uppe1473,Upper Inlet Denaina,,dialect,North America,,,atha1245,Athabaskan-Eyak-Tlingit
uppe1479,Upper Kartlian,,dialect,Eurasia,,,kart1248,Kartvelian
uppe1419,Upper Kenyang,,dialect,Africa,,,atla1278,Atlantic-Congo
uppe1410,Upper Kheng,,dialect,Eurasia,,,sino1245,Sino-Tibetan
uppe1427,Upper Kinabatangan,dmg,language,Papunesia,5.31911,116.901,aust1307,Austronesian
uppe1414,Upper Kolyma,,dialect,Eurasia,,,tung1282,Tungusic
uppe1481,Upper Konda,,dialect,Eurasia,,,ural1272,Uralic
uppe1474,Upper Koyukon,,dialect,North America,,,atha1245,Athabaskan-Eyak-Tlingit
uppe1438,Upper Kuskokwim,kuu,language,North America,62.2976,-155.951,atha1245,Athabaskan-Eyak-Tlingit
uppe1428,Upper Lagaip,,dialect,Papunesia,,,sepi1257,Sepik
uppe1404,Upper Lamet,,dialect,Eurasia,,,aust1305,Austroasiatic
uppe1477,Upper Lillooet,,dialect,North America,,,sali1255,Salishan
uppe1461,Upper Loz'va Mansi,,dialect,Eurasia,,,ural1272,Uralic
uppe1403,Upper Mahasu Pahari,,dialect,Eurasia,,,indo1319,Indo-European
nyen1254,Upper Mangdep,neh,language,Eurasia,27.3732,90.3947,sino1245,Sino-Tibetan
uppe1274,Upper Michigan-Wisconsin Chippewa,,dialect,North America,,,algi1248,Algic
uppe1422,Upper Mortlock,,dialect,Papunesia,,,aust1307,Austronesian
uppe1462,Upper Mulebki,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
uppe1480,Upper Musi,,dialect,Papunesia,,,aust1307,Austronesian
uppe1408,Upper Mustang,,dialect,Eurasia,,,sino1245,Sino-Tibetan
uppe1275,Upper Necaxa Totonac,tku,language,North America,20.236,-97.81,toto1251,Totonacan
uppe1468,Upper Orange River Korana,,dialect,Africa,,,khoe1240,Khoe-Kwadi
uppe1402,Upper Prasun,,dialect,Eurasia,,,indo1319,Indo-European
uppe1432,Upper Pyramid,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
uppe1467,Upper-Rhine Alemannic,,dialect,Eurasia,,,indo1319,Indo-European
uppe1415,Upper Riverland,,language,Australia,-34.098823177692,140.99932761004,pama1250,Pama-Nyungan
uppe1465,Upper Saxon,,dialect,Eurasia,,,indo1319,Indo-European
uppe1469,Upper Sindhi Balochi,,dialect,Eurasia,,,indo1319,Indo-European
uppe1395,Upper Sorbian,hsb,language,Eurasia,51.2403,14.4098,indo1319,Indo-European
uppe1437,Upper Tanana,tau,language,North America,62.6867,-141.37,atha1245,Athabaskan-Eyak-Tlingit
uppe1424,Upper Tanudan Kalinga,kgh,language,Papunesia,17.2143,121.202,book1242,Bookkeeping
uppe1406,Upper Ta'oih,tth,language,Eurasia,16.186515,107.056135,aust1305,Austroasiatic
uppe1235,Upper Taromi,tov,language,Eurasia,36.5998,48.7301,indo1319,Indo-European
uppe1435,Upper Ugu River,,dialect,Papunesia,,,daga1274,Dagan
uppe1436,Upper Umpqua,xup,language,North America,43.22,-123.36,atha1245,Athabaskan-Eyak-Tlingit
uppe1463,Upper-Vurqri,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
uppe1476,Upper Wambon,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
uppe1401,Upper Yazgulyam,,dialect,Eurasia,,,indo1319,Indo-European
uppe1421,Upper Yei,,dialect,Papunesia,,,more1255,Yam
uppe1471,Upper Zanskari,,dialect,Eurasia,,,sino1245,Sino-Tibetan
uppe1411,Upper Zyphe,,dialect,Eurasia,,,sino1245,Sino-Tibetan
upri1241,Upriver Halkomelem,,dialect,North America,,,sali1255,Salishan
upri1240,Upriver Liuzhou Pinghua,,dialect,Eurasia,,,sino1245,Sino-Tibetan
uraa1244,Ura,,dialect,Eurasia,27.466667,90.9,sino1245,Sino-Tibetan
urad1239,Uradhi,urf,language,Australia,-12.0679,142.135,book1242,Bookkeeping
urak1238,Urak Lawoi',urk,language,Eurasia,7.5258,99.0768,aust1307,Austronesian
ural1276,Uralian Torguud,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
irul1244,Urali Irula,,dialect,Eurasia,,,drav1251,Dravidian
ural1274,Urali of Idukki,url,language,Eurasia,10.8519,76.8007,drav1251,Dravidian
ural1273,Ural Tatar,,dialect,Eurasia,,,turk1311,Turkic
uram1241,Urama,,dialect,Papunesia,,,kiwa1251,Kiwaian
uran1238,Uran,,dialect,Papunesia,,,hata1242,Hatam-Mansim
urap1240,Ura (Papua New Guinea),uro,language,Papunesia,-4.64226,151.953,bain1263,Baining
urap1239,Urapmin,urm,language,Papunesia,-5.08704,141.54,nucl1709,Nuclear Trans New Guinea
urar1246,Urarina,ura,language,South America,-4.44006,-75.4211,,
urar1245,Urartian,xur,language,Eurasia,38.5,43.3425,hurr1239,Hurro-Urartian
urat1244,Urat,urt,language,Papunesia,-3.60065,142.79,nucl1708,Nuclear Torricelli
urav1235,Ura (Vanuatu),uur,language,Papunesia,-18.6747,169.084,aust1307,Austronesian
urax1238,Uraxa,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
urba1236,Urban African American Vernacular English,,dialect,Eurasia,,,indo1319,Indo-European
urdu1245,Urdu,urd,language,Eurasia,25,67,indo1319,Indo-European
urek1234,Urekena,,dialect,South America,,,ando1256,Andoque
uren1238,Ureng,,dialect,Papunesia,,,aust1307,Austronesian
urfa1238,Urfa,,dialect,Eurasia,,,turk1311,Turkic
urfa1239,Urfa Kurmanji,,dialect,Eurasia,,,indo1319,Indo-European
urho1239,Urhobo,urh,language,Africa,5.31155,5.86148,atla1278,Atlantic-Congo
urii1240,Uri,uvh,language,Papunesia,-6.41993,146.608,nucl1709,Nuclear Trans New Guinea
urig1240,Urigina,urg,language,Papunesia,-5.58982,145.507,nucl1709,Nuclear Trans New Guinea
urim1252,Urim,uri,language,Papunesia,-3.58018,142.653,nucl1708,Nuclear Torricelli
urim1251,Urimo,urx,language,Papunesia,-3.86066,143.701,nucl1708,Nuclear Torricelli
urip1240,Uripiv,,dialect,Papunesia,,,aust1307,Austronesian
urip1239,Uripiv-Wala-Rano-Atchin,upv,language,Papunesia,-16.00951,167.34643,aust1307,Austronesian
urit1239,Urita,,dialect,Papunesia,,,nucl1708,Nuclear Torricelli
urke1234,Urkers,,dialect,Eurasia,,,indo1319,Indo-European
urmi1250,Urmi,,dialect,Eurasia,,,afro1255,Afro-Asiatic
urmi1249,Urmian group,,dialect,Eurasia,37.3319,45.0421,afro1255,Afro-Asiatic
urni1239,Urningangg,urc,language,Australia,-13.4766,133.023,giim1238,Giimbiyu
uroo1240,Uro,,dialect,Africa,,,atla1278,Atlantic-Congo
urri1238,Urrighel,,dialect,Africa,,,afro1255,Afro-Asiatic
urrt1238,Urrti,,dialect,Africa,,,nubi1251,Nubian
ursa1238,Ursári,,dialect,Eurasia,,,indo1319,Indo-European
ursd1234,Ursdon-Sindziqaw,,dialect,Eurasia,,,indo1319,Indo-European
uruu1244,Uru,ure,language,South America,-16.72547,-68.971190000000007,uruc1242,Uru-Chipaya
urua1243,Urua,,dialect,Papunesia,,,aust1307,Austronesian
urua1245,Uruak,,dialect,South America,,,arut1244,Arutani
urua1244,Uruangnirin,urn,language,Papunesia,-3.45498,132.745,aust1307,Austronesian
urua1242,Uruava,urv,language,Papunesia,-6.23314,155.573,aust1307,Austronesian
urub1251,Urubamba Yine,,dialect,South America,,,araw1281,Arawakan
urub1250,Urubú-Kaapor,urb,language,South America,-2.46455,-46.2204,tupi1275,Tupian
urub1243,Urubú-Kaapor Sign Language,uks,language,South America,-2.54091,-46.4213,sign1238,Sign Language
uruc1243,Urucucús,,language,South America,,,uncl1493,Unclassifiable
uruc1241,Urucuiana,,dialect,South America,,,cari1283,Cariban
urue1240,Uru-Eu-Wau-Wau,urz,language,South America,-10.9176,-63.8086,tupi1275,Tupian
urug1238,Uruguayan Sign Language,ugy,language,South America,-34.5967,-56.4509,sign1238,Sign Language
uruk1240,Urukun,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
urul1234,Urulga Khamnigan Mongol,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
hail1248,Urulyungui Khamnigan Evenki,,dialect,Eurasia,,,tung1282,Tungusic
urum1249,Kipchak Urum,uum,language,Eurasia,42.0379,43.994,turk1311,Turkic
urum1250,Urumi,uru,language,South America,-9.08,-63.848,tupi1275,Tupian
uruu1243,Uru (Mochi),,dialect,Africa,,,atla1278,Atlantic-Congo
urum1248,Urumqi,,dialect,Eurasia,,,turk1311,Turkic
urup1245,Urupa,,language,South America,-10.25,-62.75,chap1271,Chapacuran
urup1235,Uru-Pa-In,urp,language,South America,-11.2946,-62.7226,uncl1493,Unclassifiable
usss1238,Us,,dialect,Africa,,,atla1278,Atlantic-Congo
usag1245,Usage,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
usag1244,Usaghade,usk,language,Africa,4.78581,8.53463,atla1278,Atlantic-Congo
usan1239,Usan,wnu,language,Papunesia,-4.84265,145.362,nucl1709,Nuclear Trans New Guinea
usar1244,Usari,,dialect,Papunesia,,,pauw1244,Pauwasi
usar1243,Usarufa,usa,language,Papunesia,-6.38898,145.633,nucl1709,Nuclear Trans New Guinea
usen1237,Usen,,dialect,Papunesia,,,aust1307,Austronesian
usha1238,Ushaku,,dialect,Africa,,,atla1278,Atlantic-Congo
ushn1238,Ushno,,dialect,Eurasia,,,afro1255,Afro-Asiatic
usho1238,Ushojo,ush,language,Eurasia,35.1584,72.643,indo1319,Indo-European
ushu1238,Ushu,,dialect,Eurasia,,,indo1319,Indo-European
usil1237,Usila Chinantec,cuc,language,North America,17.9184,-96.4074,otom1299,Otomanguean
usir1238,Usirampia,,dialect,Papunesia,,,anga1289,Angan
usku1243,Usku,ulf,language,Papunesia,-3.63853,140.502,,
usok1238,Usokun,,dialect,Africa,,,atla1278,Atlantic-Congo
uspa1245,Uspanteco,usp,language,North America,15.3648,-90.8893,maya1287,Mayan
usse1238,Usseri,,dialect,Africa,,,atla1278,Atlantic-Congo
ussu1239,Upper Ussuri,,dialect,Eurasia,,,tung1282,Tungusic
ustu1237,Ustutun,,dialect,Papunesia,,,aust1307,Austronesian
usui1238,Usui,usi,language,Eurasia,23.0131,91.7879,sino1245,Sino-Tibetan
main1275,Usun Apau Kenyah,xkl,language,Papunesia,3.54443,114.039,aust1307,Austronesian
uttt1237,Ut,,dialect,Papunesia,,,aust1307,Austronesian
utab1238,Utabi,,dialect,Papunesia,,,tura1263,Turama-Kikori
utal1238,Utalingoro,,dialect,Africa,-9.4366,34.70918,atla1278,Atlantic-Congo
utal1237,Utalo,,dialect,Papunesia,,,aust1307,Austronesian
utar1238,Utarmbung,omo,language,Papunesia,-4.82756,144.924,nucl1709,Nuclear Trans New Guinea
utee1244,Ute,,dialect,North America,38,-109,utoa1244,Uto-Aztecan
uten1234,Utengule,,dialect,Africa,-8.94924,34.76754,atla1278,Atlantic-Congo
utes1238,Ute-Southern Paiute,ute,language,North America,40.0965,-110.305,utoa1244,Uto-Aztecan
utii1238,Uti,,dialect,Africa,,,atla1278,Atlantic-Congo
kagf1238,Ut-Main,gel,language,Africa,11.5319,4.8387,atla1278,Atlantic-Congo
utnu1237,Utnur,,dialect,Eurasia,,,drav1251,Dravidian
utre1235,Utrechts,,dialect,Eurasia,,,indo1319,Indo-European
utta1238,Uttari,,dialect,Eurasia,,,indo1319,Indo-European
utuu1240,Utu,utu,language,Papunesia,-5.16422,145.544,nucl1709,Nuclear Trans New Guinea
utug1238,Utugwang,,dialect,Africa,,,atla1278,Atlantic-Congo
putu1241,Utugwang-Irungene-Afrike,afe,language,Africa,6.65923,8.96041,atla1278,Atlantic-Congo
utum1238,Utuma,,dialect,Africa,,,atla1278,Atlantic-Congo
uvbi1238,Uvbie,evh,language,Africa,5.44263,5.77303,atla1278,Atlantic-Congo
uwen1237,Uwenpantai,,dialect,Papunesia,,,aust1307,Austronesian
uwep1238,Uwepa-Uwano,,dialect,Africa,,,atla1278,Atlantic-Congo
uwin1234,Uwinymil,,language,Australia,-12.8,131.7,gunw1250,Gunwinyguan
uyaa1238,Uya,usu,language,Papunesia,-5.32246,145.47,nucl1709,Nuclear Trans New Guinea
uzai1238,Uzairue,,dialect,Africa,,,atla1278,Atlantic-Congo
uzbe1248,Qashqa-Darya Arabic,auz,language,Eurasia,40.2612,65.3864,afro1255,Afro-Asiatic
uzbi1238,Uzbin,,dialect,Eurasia,,,indo1319,Indo-European
uzek1238,Uzekwe,eze,language,Africa,6.58841,8.31399,atla1278,Atlantic-Congo
uzer1238,Uzere,,dialect,Africa,,,atla1278,Atlantic-Congo
uzic1234,Užican,,dialect,Eurasia,,,indo1319,Indo-European
vaag1238,Vaagri Booli,vaa,language,Eurasia,12.215,79.5335,indo1319,Indo-European
vaal1235,Vaal-Orange,kqu,language,Africa,-29.55,26.11,tuuu1241,Tuu
vaaz1238,Vaazin,,dialect,Africa,,,atla1278,Atlantic-Congo
vach1239,Vach Khanty,,dialect,Eurasia,,,ural1272,Uralic
fare1244,Vach-Vasjugan,,language,Eurasia,60.10378,79.873651,ural1272,Uralic
vada1240,Vadaga,,dialect,Eurasia,,,drav1251,Dravidian
vada1239,Vadari,,dialect,Eurasia,,,drav1251,Dravidian
khat1249,Vadeyev,,dialect,Eurasia,,,ural1272,Uralic
vado1244,Vado,,dialect,Papunesia,,,aust1307,Austronesian
vado1243,Vadonde,,dialect,Africa,,,atla1278,Atlantic-Congo
vado1245,Vado-Vaene',,dialect,Papunesia,,,aust1307,Austronesian
pile1238,Vaeakau-Taumako,piv,language,Papunesia,-10.173335,166.247188,aust1307,Austronesian
vaen1237,Vaene',,dialect,Papunesia,,,aust1307,Austronesian
vafs1240,Vafsi,vaf,language,Eurasia,34.5309,50.0013,indo1319,Indo-European
vagh1247,Kwangic,bij,language,Africa,9.64648,9.56547,atla1278,Atlantic-Congo
vagh1246,Vaghri,vgr,language,Eurasia,26.1404,68.6051,indo1319,Indo-European
vagh1249,Vaghua,tva,language,Papunesia,-6.68712,156.542,aust1307,Austronesian
vagl1239,Vagla,vag,language,Africa,9.33848,-2.31333,atla1278,Atlantic-Congo
vagr1238,Vagri,,dialect,Eurasia,,,indo1319,Indo-European
vahi1237,Vahitu,,dialect,Papunesia,,,aust1307,Austronesian
vaii1241,Vai,vai,language,Africa,7.05085,-11.3262,mand1469,Mande
vain1234,Vain Dan,,dialect,Africa,,,mand1469,Mande
vaip1239,Vaiphei,vap,language,Eurasia,24.1378,93.7195,sino1245,Sino-Tibetan
vair1238,Vaira-Ntosara,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
vaji1239,Vajieng,,dialect,Eurasia,,,aust1305,Austroasiatic
vaka1238,Vakam,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
vaku1237,Vakuta,,dialect,Papunesia,,,aust1307,Austronesian
iron1243,Valachia-Muntenia-Northeastern Bulgaria,,dialect,Eurasia,,,indo1319,Indo-European
vala1242,Valaisan,,dialect,Eurasia,,,indo1319,Indo-European
vala1243,Va Lang,,dialect,Eurasia,,,sino1245,Sino-Tibetan
vald1234,Valdai,,dialect,Eurasia,,,ural1272,Uralic
vale1250,Vale,vae,language,Africa,7.49943,18.55852,cent2225,Central Sudanic
vale1252,Valencià,,dialect,Eurasia,,,indo1319,Indo-European
vale1254,Valencià Apitxat,,dialect,Eurasia,,,indo1319,Indo-European
vale1255,Valencià Meridional,,dialect,Eurasia,,,indo1319,Indo-European
vale1251,Valencian Sign Language,vsv,language,Eurasia,39.5,-0.75,sign1238,Sign Language
vale1253,Valencià Septentrional,,dialect,Eurasia,,,indo1319,Indo-European
vali1239,Valiente,,dialect,North America,,,chib1249,Chibchan
vall1249,Valle D'aosta,,dialect,Eurasia,,,indo1319,Indo-European
vall1253,Valle Nacional Chinantec,cvn,language,North America,17.7964,-96.3187,otom1299,Otomanguean
vall1250,Valley Cove,,dialect,Papunesia,,,aust1307,Austronesian
vall1252,Valley Maidu,vmv,language,North America,39.8078,-121.191,maid1262,Maiduan
vall1257,Valley Tihaamah,,dialect,Eurasia,,,afro1255,Afro-Asiatic
vall1251,Valley Yokuts,,dialect,North America,,,yoku1255,Yokutsan
vall1258,Valluno Spanish,,dialect,Eurasia,,,indo1319,Indo-European
valn1238,Val-Nogliki,,dialect,Eurasia,,,tung1282,Tungusic
valp1237,Valpei,vlp,language,Papunesia,-14.712,166.606,aust1307,Austronesian
valv1238,Valvideiru,,dialect,Eurasia,,,indo1319,Indo-European
vama1242,Vamakonde,,dialect,Africa,,,atla1278,Atlantic-Congo
vama1243,Vamale,mkt,language,Papunesia,-20.7708,165.04,aust1307,Austronesian
vame1236,Vame,mlr,language,Africa,10.9481,14.2131,afro1255,Afro-Asiatic
vamh1234,Våmhus,,dialect,Eurasia,,,indo1319,Indo-European
